issueSymbolIdentifier,settlementDate,issueName,marketCategoryCode,marketCategoryDescription,currentShortShareNumber,previousShortShareNumber,changePercent,percentageChangefromPreviousShort,averageShortShareNumber,daysToCoverNumber
PHGEW,15-08-2024,BIOMX INC Warrant   10/28/2024,U,Other OTC,839,2439,-65.60,-1600,2091,1.00
PHGUF,15-08-2024,Pharming Group Nv Leiden Ordin,U,Other OTC,5907834,6262153,-5.66,-354319,4364,999.99
PHIG,15-08-2024,"PHI Group, Inc New Common Stoc",U,Other OTC,100,100,0.00,0,17463,1.00
PHIGW,15-08-2024,"PHI Group, Inc Creditor Warran",U,Other OTC,162,162,0.00,0,0,999.99
PHIL,15-08-2024,"PHI GROUP, INC. Common Stock",U,Other OTC,507861,0,100.00,507861,37076168,1.00
PHKIF,15-08-2024,Poly Ppty Group Co Ltd Ordinar,U,Other OTC,1388000,1330000,4.36,58000,0,999.99
PHLLF,15-08-2024,PETERSHILL PARTNERS PLC ORD US,U,Other OTC,17010,67010,-74.62,-50000,170,100.06
PHLTF,15-08-2024,IMAGICA GROUP INC Common Stock,U,Other OTC,89880,45380,98.06,44500,0,999.99
PHMMF,15-08-2024,PHARMA MAR SA Ordinary Shares,U,Other OTC,34217,39939,-14.33,-5722,24,999.99
PHMNF,15-08-2024,PHOENIX MECANO AG STEIN AM RHE,U,Other OTC,85,228,-62.72,-143,0,999.99
PHNMF,15-08-2024,Phenom Resources Corp Common S,U,Other OTC,3405,12583,-72.94,-9178,107282,1.00
PHPMF,15-08-2024,PHILIP MORRIS CR AS Ordinary S,U,Other OTC,1,1,0.00,0,0,999.99
PHPPY,15-08-2024,Signify N.V. American Deposita,U,Other OTC,2767,2325,19.01,442,1111,2.49
PHPRF,15-08-2024,Primary Health Properties Plc,U,Other OTC,2048,267109,-99.23,-265061,0,999.99
PHRRF,15-08-2024,PHARMATHER HLDGS LTD Common St,U,Other OTC,19271,602,3101.16,18669,159535,1.00
PHRZF,15-08-2024,PHAROL SGPS SA Ordinary Shares,U,Other OTC,94756,94756,0.00,0,0,999.99
PHTCF,15-08-2024,PLDT Inc. Ordinary Shares,U,Other OTC,25,25,0.00,0,0,999.99
PHXHF,15-08-2024,PHX Energy Services Corp. Ordi,U,Other OTC,156725,133053,17.79,23672,10358,15.13
PHYMF,15-08-2024,ISHARES PHYSICAL METALS PLC PH,U,Other OTC,947172,948666,-0.16,-1494,4131,229.28
PIAC,15-08-2024,Princeton Capital Corporation,U,Other OTC,4,4,0.00,0,2,2.00
PIAGF,15-08-2024,Piaggio & C Spa Pontedera Ordi,U,Other OTC,2094954,2568230,-18.43,-473276,485,999.99
PIAIF,15-08-2024,Ping An Insurance Co Ltd Share,U,Other OTC,6606895,6317173,4.59,289722,136333,48.46
PICJF,15-08-2024,NTT UD REIT INVT CORP Ordinary,U,Other OTC,676,1143,-40.86,-467,0,999.99
PIERF,15-08-2024,PIERER MOBILITY AGKTM INDUSTRI,U,Other OTC,28803,25278,13.94,3525,0,999.99
PIFFY,15-08-2024,PT Indofood CBP Sukses Makmur,U,Other OTC,34,34,0.00,0,25,1.36
PIFMY,15-08-2024,PT Indofood Sukses Makmur TBK,U,Other OTC,1923,6176,-68.86,-4253,2232,1.00
PIFYF,15-08-2024,Pine Cliff Energy Limited Comm,U,Other OTC,447000,359147,24.46,87853,330611,1.35
PIGEF,15-08-2024,Pigeon Corp Ordinary Shares,U,Other OTC,171506,148904,15.18,22602,0,999.99
PIKL,15-08-2024,Piksel Inc Class A-2 Common St,U,Other OTC,80781,80781,0.00,0,0,999.99
PIKQF,15-08-2024,Pt Indah Kiat Pulp & Paper Cor,U,Other OTC,116,116,0.00,0,1036,1.00
PILBF,15-08-2024,PILBARA MINERALS LTD Ordinary,U,Other OTC,37309401,40629846,-8.17,-3320445,243843,153.01
PINVF,15-08-2024,Pinnacle Invt Mgmt Group Ltd C,U,Other OTC,223339,178193,25.34,45146,0,999.99
PINXF,15-08-2024,Peoples Insurance Co Group of,U,Other OTC,17450,4450,292.13,13000,0,999.99
PINXY,15-08-2024,Peoples Insurance Company Grou,U,Other OTC,566,566,0.00,0,21,26.95
PIOVF,15-08-2024,PIOVAN SPA AZIONI ORDINARIE SE,U,Other OTC,1198,62,1832.26,1136,0,999.99
PIPI,15-08-2024,Premier Investment Properties,U,Other OTC,925,925,0.00,0,0,999.99
PITAF,15-08-2024,Poste Italiane SPAQ Azioni Ord,U,Other OTC,3768712,3855682,-2.26,-86970,0,999.99
PJET,15-08-2024,"Priority Aviation, Inc. Common",U,Other OTC,233790,233790,0.00,0,12033,19.43
PJXRF,15-08-2024,PJX Res Inc Common Shares (Can,U,Other OTC,884,3476,-74.57,-2592,42490,1.00
PKBO,15-08-2024,PEAK BIO INC Common Stock,U,Other OTC,25,25,0.00,0,0,999.99
PKBOW,15-08-2024,PEAK BIO INC Warrant  expires,U,Other OTC,5313,5313,0.00,0,0,999.99
PKCOF,15-08-2024,Park 24 Corp Ordinary Shares,U,Other OTC,314502,296238,6.17,18264,0,999.99
PKCOY,15-08-2024,Park 24 Co Ltd Sponsored ADR (,U,Other OTC,656,609,7.72,47,360,1.82
PKDC,15-08-2024,PARKER DRILLING CO Common Stoc,U,Other OTC,4429,4628,-4.30,-199,172,25.75
PKDCW,15-08-2024,PARKER DRILLING CO Warrant   0,U,Other OTC,357,357,0.00,0,52,6.87
PKIUF,15-08-2024,PARKLAND CORP Common Shares,U,Other OTC,1858308,2321562,-19.95,-463254,5581,332.97
PKKFF,15-08-2024,TENET FINTECH GROUP INC Common,U,Other OTC,105152,25228,316.81,79924,325610,1.00
PKLBF,15-08-2024,"Perk Labs, Inc. Ordinary Share",U,Other OTC,32619,91951,-64.53,-59332,154958,1.00
PKPYY,15-08-2024,Pick N Pay Stores Ltd Unsponso,U,Other OTC,437,236,85.17,201,384,1.14
PKSGY,15-08-2024,Parkson Retail Group Limited U,U,Other OTC,1801,1801,0.00,0,0,999.99
PKSHF,15-08-2024,PKSHA TECHNOLOGY INC SHS (Japa,U,Other OTC,79774,74298,7.37,5476,0,999.99
PKTX,15-08-2024,"ProtoKinetix, Inc. Common Stoc",U,Other OTC,100,1000,-90.00,-900,62186,1.00
PLAZF,15-08-2024,Platzer Fastigheter Holding AB,U,Other OTC,8600,8900,-3.37,-300,0,999.99
PLCKF,15-08-2024,PLURILOCK SEC INC Common Share,U,Other OTC,68821,47282,45.55,21539,83510,1.00
PLCQF,15-08-2024,Polar Capital Technology Trust,U,Other OTC,348,427,-18.50,-79,182,1.91
PLDGP,15-08-2024,PROLOGIS INC PFD SER Q,U,Other OTC,894,65,1275.38,829,2818,1.00
PLDIF,15-08-2024,PLAID INC. Common Stock,U,Other OTC,59060,75213,-21.48,-16153,0,999.99
PLFRF,15-08-2024,Palfinger AG Ordinary Shares (,U,Other OTC,14784,14534,1.72,250,0,999.99
PLGGF,15-08-2024,ENERGY PLUG TECHNOLOGIES CORP,U,Other OTC,5500,4729,16.30,771,1762,3.12
PLLHF,15-08-2024,Gemfields Group Ltd Ordinary S,U,Other OTC,9550,9550,0.00,0,0,999.99
PLLIF,15-08-2024,Pirelli & Co SPA Ordinary Shar,U,Other OTC,1834292,2124446,-13.66,-290154,179,999.99
PLLTL,15-08-2024,Piedmont Lithium Inc Chess Dep,U,Other OTC,15320,6499,135.73,8821,16932,1.00
PLNH,15-08-2024,PLANET 13 HLDGS INC NEV Common,U,Other OTC,228593,13,1758307.69,228580,1211001,1.00
PLPHF,15-08-2024,POLE TO WIN HLDGS CO LTD Ordin,U,Other OTC,13634,15234,-10.50,-1600,0,999.99
PLRRF,15-08-2024,Polar Capital Holdings PLC Lon,U,Other OTC,121,805,-84.97,-684,0,999.99
PLSDF,15-08-2024,Pulse Seismic Inc Com,U,Other OTC,7973,24367,-67.28,-16394,8857,1.00
PLSQF,15-08-2024,Plus500 Ltd. Ordinary Shares (,U,Other OTC,103,1499,-93.13,-1396,23,4.48
PLXIF,15-08-2024,Piolax Inc Shs Ordinary Shares,U,Other OTC,95386,77894,22.46,17492,0,999.99
PLXNF,15-08-2024,PLUXEE N V SHS (Netherlands),U,Other OTC,10527,9345,12.65,1182,18,584.83
PLYGF,15-08-2024,POLYPEPTIDE GROUP AG NAMEN AKT,U,Other OTC,129040,183037,-29.50,-53997,0,999.99
PMAUF,15-08-2024,Premier Investments Ltd Ordina,U,Other OTC,112080,114919,-2.47,-2839,0,999.99
PMBY,15-08-2024,PMB Aerospace Corporation  Com,U,Other OTC,2990,0,100.00,2990,3269,1.00
PMCCF,15-08-2024,Peloton Minerals Corporation C,U,Other OTC,523,2923,-82.11,-2400,19410,1.00
PMCOF,15-08-2024,PROSPECTOR METALS CORP COM NEW,U,Other OTC,45209,715,6222.94,44494,51199,1.00
PMCUF,15-08-2024,Pro Medicus Ltd Ordinary Share,U,Other OTC,639142,469069,36.26,170073,219,999.99
PMEDF,15-08-2024,PREDICTMEDIX AI INC Ordinary S,U,Other OTC,24729,12029,105.58,12700,17109,1.45
PMETF,15-08-2024,PATRIOT BATTERY METALS INC Ord,U,Other OTC,1210845,1052995,14.99,157850,49765,24.33
PMGYF,15-08-2024,Perpetual Energy Inc. Common S,U,Other OTC,544,494,10.12,50,300,1.81
PMHG,15-08-2024,PRIME MERIDIAN HLDG CO COM,U,Other OTC,200,200,0.00,0,2861,1.00
PMMAF,15-08-2024,Puma Ag Rudolf Dassler Sport O,U,Other OTC,284173,285971,-0.63,-1798,676,420.37
PMMCF,15-08-2024,PAMPA METALS CORP Common Share,U,Other OTC,136,0,100.00,136,7287,1.00
PMMEF,15-08-2024,Premium Expl Inc Common Shares,U,Other OTC,108617,108617,0.00,0,0,999.99
PMMFF,15-08-2024,PREMIUM GROUP CO LTD Common Sh,U,Other OTC,44616,44216,0.90,400,0,999.99
PMMOF,15-08-2024,PIMCO ETFS PLC US SHORT TERM H,U,Other OTC,401,429,-6.53,-28,0,999.99
PMNXF,15-08-2024,Perseus Mining Ltd Ordinary Sh,U,Other OTC,1983226,1827672,8.51,155554,26105,75.97
PMOIF,15-08-2024,HARBOUR ENERGY PLC Ordinary Sh,U,Other OTC,1545077,1368985,12.86,176092,55,999.99
PMOMF,15-08-2024,PRISMO METALS INC Common Share,U,Other OTC,3001,0,100.00,3001,45882,1.00
PMREF,15-08-2024,PRIMARIS REAL ESTATE INV TRUST,U,Other OTC,536595,553010,-2.97,-16415,5580,96.16
PMTLF,15-08-2024,Pacific Metals Co Ltd Ordinary,U,Other OTC,51929,23929,117.01,28000,0,999.99
PNCKF,15-08-2024,GALLEON GOLD CORP Common Share,U,Other OTC,56329,86504,-34.88,-30175,11391,4.95
PNDHF,15-08-2024,Pond Technologies Hldgs Inc Or,U,Other OTC,36901,36901,0.00,0,1910,19.32
PNDXF,15-08-2024,PANDOX AB SHS -B Ordinary Shar,U,Other OTC,148000,149769,-1.18,-1769,0,999.99
PNDZF,15-08-2024,Pandora A/S Ordinary Shares (D,U,Other OTC,313647,260850,20.24,52797,0,999.99
PNGAY,15-08-2024,Ping An Insurance (Group) Comp,U,Other OTC,132023,208736,-36.75,-76713,717418,1.00
PNMXO,15-08-2024,Public Service Company of New,U,Other OTC,62,0,100.00,62,251,1.00
PNOCF,15-08-2024,Penta Ocean Construction Co Or,U,Other OTC,581696,433789,34.10,147907,0,999.99
PNPFF,15-08-2024,Pinetree Capital Ltd Ordinary,U,Other OTC,529,544,-2.76,-15,112,4.72
PNPL,15-08-2024,"Pineapple, Inc. Common Stock",U,Other OTC,101,101,0.00,0,1206,1.00
PNPNF,15-08-2024,POWER NICKEL INC Ordinary Shar,U,Other OTC,33804,34202,-1.16,-398,182817,1.00
PNRLF,15-08-2024,PREMIUM NICKEL RES LTD Common,U,Other OTC,441788,459140,-3.78,-17352,89613,4.93
PNSPF,15-08-2024,PENSANA PLC ORD GBP0.001 (Unit,U,Other OTC,9007,2527,256.43,6480,0,999.99
PNTIF,15-08-2024,PANTHEON INTL PLC ORD GBP0.067,U,Other OTC,1198,900,33.11,298,0,999.99
PNTZF,15-08-2024,Trigon Metals Inc. Ordinary Sh,U,Other OTC,200,7984,-97.49,-7784,16695,1.00
PNXGF,15-08-2024,Phoenix Group Hldgs Plc Ordina,U,Other OTC,2165373,2165897,-0.02,-524,4340,498.93
PNXP,15-08-2024,Pineapple Express Cannabis Com,U,Other OTC,21,21,0.00,0,0,999.99
PNYG,15-08-2024,PONY GROUP INC COM,U,Other OTC,21,0,100.00,21,9,2.33
POAHF,15-08-2024,Porsche Automobil Holding SE S,U,Other OTC,547099,396809,37.87,150290,2074,263.79
POAHY,15-08-2024,Porsche Automobile Holding SE,U,Other OTC,227883,23739,859.95,204144,923677,1.00
POELF,15-08-2024,PORTUCEL - EMPRESA PRODUTORA D,U,Other OTC,114,114,0.00,0,0,999.99
POFCF,15-08-2024,Petrofac Ltd London Ordinary S,U,Other OTC,375,0,100.00,375,68,5.51
POGHF,15-08-2024,Pilot Corp Ordinary Shares (Ja,U,Other OTC,118773,92912,27.83,25861,717,165.65
POGS,15-08-2024,Pioneer Oil & Gas Common Stock,U,Other OTC,550,0,100.00,550,1282,1.00
POLCQ,15-08-2024,POLISHED.COM INC COM NEW,U,Other OTC,1052,1051,0.10,1,1824,1.00
POLR,15-08-2024,Polar Petroleum Corp. Common S,U,Other OTC,1200,1200,0.00,0,0,999.99
POLWQ,15-08-2024,POLISHED.COM INC WT EXP 6/26/2,U,Other OTC,83,83,0.00,0,6364,1.00
POMOF,15-08-2024,ME GROUP INTL PLC SHS (United,U,Other OTC,14792,1835,706.10,12957,0,999.99
PONGF,15-08-2024,Atari Shares Prov de Regroupem,U,Other OTC,16404,65851,-75.09,-49447,49550,1.00
POOSF,15-08-2024,Poseidon Concepts Corporation,U,Other OTC,21837,21837,0.00,0,0,999.99
PORBF,15-08-2024,Pola Orbis Holdings Inc Tokyo,U,Other OTC,406065,980165,-58.57,-574100,18,999.99
PORT,15-08-2024,SOUTHPORT ACQUISITION CORP CL,U,Other OTC,1141,1141,0.00,0,233,4.90
PORTW,15-08-2024,SOUTHPORT ACQUISITION CORP War,U,Other OTC,257,257,0.00,0,18,14.28
POSAF,15-08-2024,Posabit Systems Corporation Co,U,Other OTC,20568,30978,-33.60,-10410,90031,1.00
POSC,15-08-2024,POSITRON CORP Common Stock,U,Other OTC,309,77,301.30,232,10403,1.00
POWMF,15-08-2024,POWER METAL RES PLC ORD GBP0.0,U,Other OTC,1100,0,100.00,1100,545,2.02
POYYF,15-08-2024,Polymetal International PLC Or,U,Other OTC,471824,471824,0.00,0,0,999.99
PPAAY,15-08-2024,PT Perusahaan Gas Negara Persa,U,Other OTC,472,472,0.00,0,0,999.99
PPASF,15-08-2024,Pick n Pay Stores Ltd Ordinary,U,Other OTC,46269,30620,51.11,15649,0,999.99
PPBCF,15-08-2024,PURPOSE BITCOIN ETF UNIT (Cana,U,Other OTC,191105,28205,577.56,162900,116,999.99
PPCB,15-08-2024,"Propanc Biopharma, Inc. Common",U,Other OTC,2893762,153600,1783.96,2740162,64522620,1.00
PPCCF,15-08-2024,PICC Property and Casualty Com,U,Other OTC,559810,779564,-28.19,-219754,20727,27.01
PPCCY,15-08-2024,PICC Property and Casualty Com,U,Other OTC,618,42,1371.43,576,3290,1.00
PPCLY,15-08-2024,PPC Limited American Depositar,U,Other OTC,2597,2597,0.00,0,0,999.99
PPERF,15-08-2024,PT Bank Mandiri Persero TBK Or,U,Other OTC,54300,0,100.00,54300,3696,14.69
PPERY,15-08-2024,PT Bank Mandiri Persero TBK Un,U,Other OTC,16225,12623,28.54,3602,55656,1.00
PPEVF,15-08-2024,Olivier Ventures Inc. Ordinary,U,Other OTC,199,199,0.00,0,0,999.99
PPKRF,15-08-2024,Pepkor Holdings Ltd. Ordinary,U,Other OTC,16130318,16130318,0.00,0,0,999.99
PPLFY,15-08-2024,PT Perusahaan Perkebunan Londo,U,Other OTC,111,111,0.00,0,0,999.99
PPOEF,15-08-2024,PGE POLSKA GRUPA ENERGETYCZNA,U,Other OTC,52051,52051,0.00,0,0,999.99
PPOKF,15-08-2024,PT Charoen Pokphand Indonesia,U,Other OTC,10,10,0.00,0,0,999.99
PPRQF,15-08-2024,Choice Pptys Real Estate Invt,U,Other OTC,2450262,2576351,-4.89,-126089,24864,98.55
PPRUF,15-08-2024,Kering SA Ordinary Shares (Fra,U,Other OTC,98339,99389,-1.06,-1050,1989,49.44
PPRUY,15-08-2024,Kering Unsponsored ADR (France,U,Other OTC,126508,146172,-13.45,-19664,654014,1.00
PPRW,15-08-2024,Premier Power Renewable Energy,U,Other OTC,3100,3100,0.00,0,0,999.99
PPTDF,15-08-2024,"Peptidream, Inc. Ordinary Shar",U,Other OTC,489293,484739,0.94,4554,0,999.99
PPTTF,15-08-2024,PERPETUAL LTD SHS (Australia),U,Other OTC,86451,86322,0.15,129,0,999.99
PPWLM,15-08-2024,PacifiCorp 7.00% Preferred Sto,U,Other OTC,19,19,0.00,0,20,1.00
PQEFF,15-08-2024,Petroteq Energy Inc Ordinary S,U,Other OTC,119500,119500,0.00,0,9145,13.07
PRBZF,15-08-2024,Premium Brands Holdings Corpor,U,Other OTC,493668,466131,5.91,27537,3623,136.26
PRCX,15-08-2024,PHOENIX RISING COS Common Stoc,U,Other OTC,13,13,0.00,0,40909,1.00
PRDSF,15-08-2024,Prada Spa Ordinary Shares (Ita,U,Other OTC,1565540,410926,280.98,1154614,3678,425.65
PRDSY,15-08-2024,Prada Spa Unsponsored ADR (Ita,U,Other OTC,439,9856,-95.55,-9417,5725,1.00
PRED,15-08-2024,"Predictive Technology Group, I",U,Other OTC,11600,11600,0.00,0,4068,2.85
PREJF,15-08-2024,PartnerRe Ltd. 4.875% Fixed Ra,U,Other OTC,16389,15566,5.29,823,32584,1.00
PREKF,15-08-2024,Prairiesky Royalty Ltd. Ordina,U,Other OTC,5188511,5293727,-1.99,-105216,27631,187.78
PRGNF,15-08-2024,PARAGON SHIPPING INC Ordinary,U,Other OTC,1,1,0.00,0,1,1.00
PRKA,15-08-2024,"Parks! America, Inc. Common St",U,Other OTC,9173,6628,38.40,2545,93678,1.00
PRKR,15-08-2024,PARKERVISION INC Common Stock,U,Other OTC,70854,53385,32.72,17469,283440,1.00
PRKWF,15-08-2024,Parkway Life REIT Units (Singa,U,Other OTC,2790,8734,-68.06,-5944,227,12.29
PRLPF,15-08-2024,PROPEL HLDGS INC COM (Canada),U,Other OTC,154735,129285,19.69,25450,26318,5.88
PRLPQ,15-08-2024,PILLARSTONE CAP REIT PFD CL A,U,Other OTC,3435,3435,0.00,0,0,999.99
PRMNF,15-08-2024,Prime Mining Corp Common Share,U,Other OTC,658501,723623,-9.00,-65122,14983,43.95
PRMRF,15-08-2024,Paramount Res Ltd Class A Shar,U,Other OTC,2579586,1986960,29.83,592626,37676,68.47
PRNDY,15-08-2024,PERNOD RICARD S A American Dep,U,Other OTC,116973,126152,-7.28,-9179,574155,1.00
PROBF,15-08-2024,PROBE GOLD INC Common Stock,U,Other OTC,40946,19124,114.11,21822,143528,1.00
PROSF,15-08-2024,PROSUS N V Shs (Netherlands),U,Other OTC,1039565,1179697,-11.88,-140132,53529,19.42
PROSY,15-08-2024,Prosus NV Sponsored ADR (Nethe,U,Other OTC,3980075,4380219,-9.14,-400144,1074854,3.70
PRPRF,15-08-2024,Prairie Provident Res Inc Ordi,U,Other OTC,200,2565,-92.20,-2365,42504,1.00
PRRCF,15-08-2024,Procredit Holding Ag Ordinary,U,Other OTC,1,1,0.00,0,0,999.99
PRRFY,15-08-2024,Premier Foods Plc Unsponsored,U,Other OTC,162,161,0.62,1,240,1.00
PRRUF,15-08-2024,Immutep Ltd Ordinary Shares,U,Other OTC,661139,630109,4.92,31030,925,714.74
PRSNF,15-08-2024,Personas Social Inc Common Sha,U,Other OTC,6299,20165,-68.76,-13866,13288,1.00
PRST,15-08-2024,PRESTO AUTOMATION INC Common S,U,Other OTC,33460,1285683,-97.40,-1252223,85257010,1.00
PRSTW,15-08-2024,PRESTO AUTOMATION INC Warrant,U,Other OTC,17989,23950,-24.89,-5961,273869,1.00
PRTDF,15-08-2024,"Petro Matad Ltd, Douglas Ordin",U,Other OTC,314,312,0.64,2,11,28.55
PRTIF,15-08-2024,PORT INC Common Stock,U,Other OTC,6033,6600,-8.59,-567,0,999.99
PRTT,15-08-2024,Protect Pharmaceutical Corpora,U,Other OTC,131,0,100.00,131,17248,1.00
PRVCF,15-08-2024,PreveCeutical Medical Inc. Ord,U,Other OTC,9501,24946,-61.91,-15445,26673,1.00
PRVFF,15-08-2024,PRO REAL ESTATE INVT TR TR UNI,U,Other OTC,195670,194444,0.63,1226,0,999.99
PRXIQ,15-08-2024,"Premier Exhibitions, Inc.",U,Other OTC,919,919,0.00,0,7,131.29
PRXM,15-08-2024,Proxim Wireless Corporation Co,U,Other OTC,36,36,0.00,0,0,999.99
PRXXF,15-08-2024,Paradox Interactive AB Ordinar,U,Other OTC,46761,19078,145.10,27683,29,999.99
PRYMF,15-08-2024,"Prysmian S.P.A., Milano Ordina",U,Other OTC,3191539,2784397,14.62,407142,1847,999.99
PRYMY,15-08-2024,"Prysmian S.P.A., Milano Unspon",U,Other OTC,4129,16658,-75.21,-12529,59217,1.00
PRZFF,15-08-2024,BOUNDARY GOLD & COPPER MNG LTD,U,Other OTC,2750,2756,-0.22,-6,1,999.99
PSBAF,15-08-2024,PT SUMBER ALFARIA TRIJAYA TBK,U,Other OTC,10186,9791,4.03,395,3961,2.57
PSBKF,15-08-2024,Postal Savings Bank of China C,U,Other OTC,44663131,50774537,-12.04,-6111406,18545,999.99
PSBXP,15-08-2024,LINK PARKS INC DEP SHS REPSTG,U,Other OTC,110,110,0.00,0,1801,1.00
PSBYP,15-08-2024,LINK PARKS INC DEP SHS REPSTG,U,Other OTC,1052,1052,0.00,0,1713,1.00
PSBZP,15-08-2024,LINK PARKS INC DEPOSITARY SH R,U,Other OTC,1938,1953,-0.77,-15,1577,1.23
PSGTF,15-08-2024,Pt Semen Gresik Persero Intern,U,Other OTC,24,22,9.09,2,0,999.99
PSGTY,15-08-2024,Pt Semen Indonesia (Persero) T,U,Other OTC,3790,3790,0.00,0,282,13.44
PSHIF,15-08-2024,LUCERO ENERGY CORP Common Shar,U,Other OTC,2096,9696,-78.38,-7600,11082,1.00
PSHPF,15-08-2024,Pro-Ship Inc Tokyo Ordinary Sh,U,Other OTC,300,400,-25.00,-100,0,999.99
PSHZF,15-08-2024,Pershing Square Holdings Ltd A,U,Other OTC,2910,6257,-53.49,-3347,57496,1.00
PSIX,15-08-2024,POWER SOLUTIONS INTL INC Commo,U,Other OTC,66208,82150,-19.41,-15942,394324,1.00
PSKOF,15-08-2024,ORLEN SA  Ordinary Shares,U,Other OTC,61522,61528,-0.01,-6,59,999.99
PSKRF,15-08-2024,Protector Forsikring ASA Ordin,U,Other OTC,2672,625,327.52,2047,0,999.99
PSKRY,15-08-2024,PROTECTOR FORSIKRING American,U,Other OTC,53,53,0.00,0,0,999.99
PSMMF,15-08-2024,Persimmon PLC Ordinary Shares,U,Other OTC,194472,145553,33.61,48919,997,195.06
PSMMY,15-08-2024,Persimmon Plc Unsponsored ADR,U,Other OTC,8396,24561,-65.82,-16165,10151,1.00
PSNTF,15-08-2024,PERSONAL ASSETS TRUST PLC Ordi,U,Other OTC,496,409,21.27,87,0,999.99
PSORF,15-08-2024,"Pearson, Plc Ordinary Shares",U,Other OTC,91337,206548,-55.78,-115211,0,999.99
PSPSF,15-08-2024,Psp Swiss Property Namen-Akt S,U,Other OTC,80680,80421,0.32,259,0,999.99
PSRHF,15-08-2024,PULSAR HELIUM INC COM (Canada),U,Other OTC,6675,33450,-80.04,-26775,148026,1.00
PSSKF,15-08-2024,"Pressance Corp, Osaka Common S",U,Other OTC,48140,45540,5.71,2600,0,999.99
PSSS,15-08-2024,"Puissant Industries, Inc. Comm",U,Other OTC,2836,0,100.00,2836,1960,1.45
PSSWF,15-08-2024,PSI SOFTWARE AG Ordinary Share,U,Other OTC,1070,1561,-31.45,-491,243,4.40
PSTNY,15-08-2024,PostNL N.V. American Depositar,U,Other OTC,2,2,0.00,0,0,999.99
PSTRQ,15-08-2024,PostRock Energy Corporation Co,U,Other OTC,1799,1799,0.00,0,0,999.99
PSTVY,15-08-2024,Postal Svgs Bk of China Ltd. U,U,Other OTC,467,34,1273.53,433,2324,1.00
PSYBF,15-08-2024,PSYBIO THERAPEAUTICS CORP SUB,U,Other OTC,277296,277296,0.00,0,0,999.99
PSYCF,15-08-2024,Psyched Wellness Ltd. Common S,U,Other OTC,19303,29028,-33.50,-9725,101725,1.00
PSYGF,15-08-2024,PSYENCE GROUP INC Common Share,U,Other OTC,5000,15000,-66.67,-10000,2036,2.46
PSYTF,15-08-2024,Pason Systems Inc Ordinary Sha,U,Other OTC,695853,659438,5.52,36415,19482,35.72
PSZKF,15-08-2024,Powszechna Kasa Oszczednosci B,U,Other OTC,109131,91223,19.63,17908,21868,4.99
PSZKY,15-08-2024,PKO BK POLSKI SA ADR - Unspons,U,Other OTC,9909,50,19718.00,9859,177859,1.00
PTABF,15-08-2024,Pt Astra Agro Lestari Tbk Ordi,U,Other OTC,3,3,0.00,0,0,999.99
PTAIF,15-08-2024,Pt Astra International TBK Ord,U,Other OTC,952,126632,-99.25,-125680,289,3.29
PTAIY,15-08-2024,Pt Astra International TBK Uns,U,Other OTC,11039,439,2414.58,10600,81297,1.00
PTALF,15-08-2024,Petrotal Corp Ordinary Shares,U,Other OTC,4946430,4697879,5.29,248551,630446,7.85
PTAUY,15-08-2024,Port Of Tauranga Ltd Unsponsor,U,Other OTC,52,52,0.00,0,0,999.99
PTBS,15-08-2024,Potomac Bancshares Inc Common,U,Other OTC,100,25,300.00,75,3421,1.00
PTCHF,15-08-2024,PureTech Health PLC Ordinary S,U,Other OTC,24659,29805,-17.27,-5146,18657,1.32
PTEFF,15-08-2024,Pioneering Technology Corp Ord,U,Other OTC,462,462,0.00,0,0,999.99
PTEL,15-08-2024,"Pegasus Tel, Inc. Common Stock",U,Other OTC,4499,0,100.00,4499,2772611,1.00
PTGCF,15-08-2024,PTT Global Chem Pub Co Ltd Com,U,Other OTC,131200,738500,-82.23,-607300,0,999.99
PTGIF,15-08-2024,PT Medco Energi International,U,Other OTC,100,100,0.00,0,0,999.99
PTHIF,15-08-2024,PT Solusi Bangun Indonesia TBK,U,Other OTC,10,10,0.00,0,0,999.99
PTHRF,15-08-2024,Pantheon Resources Plc Ordinar,U,Other OTC,306431,798109,-61.61,-491678,353567,1.00
PTIUF,15-08-2024,Pimco Tactical Income Fund UNI,U,Other OTC,824,0,100.00,824,0,999.99
PTJSY,15-08-2024,PT Jasa Marga (Persero) TBK Un,U,Other OTC,40,40,0.00,0,0,999.99
PTKFY,15-08-2024,PT Kalbe Farma Unsponsored ADR,U,Other OTC,437,589,-25.81,-152,172,2.54
PTMEY,15-08-2024,PT Media Nusantara Citra TBK U,U,Other OTC,774,773,0.13,1,0,999.99
PTMGF,15-08-2024,Platinum Asset Management Ltd,U,Other OTC,12375,12375,0.00,0,0,999.99
PTNDY,15-08-2024,PT Vale Indonesia Tbk. Unspons,U,Other OTC,238,238,0.00,0,2,119.00
PTOAF,15-08-2024,Pieridae Energy Limited Common,U,Other OTC,96300,98139,-1.87,-1839,1731,55.63
PTOP,15-08-2024,Peer to Peer Network Common St,U,Other OTC,4746,0,100.00,4746,2051009,1.00
PTOVF,15-08-2024,PROTO CORP NAGOYA Ordinary Sha,U,Other OTC,561,1261,-55.51,-700,0,999.99
PTRRY,15-08-2024,PRIO S A American Depositary R,U,Other OTC,2314,2142,8.03,172,2601,1.00
PTRUF,15-08-2024,Petrus Res Ltd Ordinary Shares,U,Other OTC,28227,20935,34.83,7292,14920,1.89
