issueSymbolIdentifier,settlementDate,issueName,marketCategoryCode,marketCategoryDescription,currentShortShareNumber,previousShortShareNumber,changePercent,percentageChangefromPreviousShort,averageShortShareNumber,daysToCoverNumber
ASAZF,15-08-2024,Assa Abloy AB Ordinary Shares,U,Other OTC,1804534,2087036,-13.54,-282502,55,999.99
ASAZY,15-08-2024,Assa Abloy AB Unsponsored ADR,U,Other OTC,62296,87520,-28.82,-25224,238161,1.00
ASBFF,15-08-2024,Associated British Foods Plc O,U,Other OTC,100259,100275,-0.02,-16,303,330.89
ASBFY,15-08-2024,Associated British Foods Plc A,U,Other OTC,6224,7709,-19.26,-1485,17361,1.00
ASBRF,15-08-2024,Asahi Group Holdings Ltd Ordin,U,Other OTC,432066,468534,-7.78,-36468,11474,37.66
ASCCF,15-08-2024,Asics Corporation Ordinary Sha,U,Other OTC,2689179,3566875,-24.61,-877696,490,999.99
ASCCY,15-08-2024,Asics Corporation American Dep,U,Other OTC,34,47838,-99.93,-47804,397924,1.00
ASCOF,15-08-2024,Ascopiave SPA Treviso Ordinary,U,Other OTC,32705,24636,32.75,8069,0,999.99
ASCUF,15-08-2024,Arizona Sonoran Copper Company,U,Other OTC,161071,178440,-9.73,-17369,123353,1.31
ASDZF,15-08-2024,Arctic Star Expl Corp Common S,U,Other OTC,1600,1600,0.00,0,9092,1.00
ASEKF,15-08-2024,Aisin Seiki Co Ltd Ordinary Sh,U,Other OTC,290558,698091,-58.38,-407533,0,999.99
ASEKY,15-08-2024,Aisin Corporation American Dep,U,Other OTC,315,310,1.61,5,383,1.00
ASGLF,15-08-2024,AGC INC Ordinary Shares,U,Other OTC,274641,686245,-59.98,-411604,327,839.88
ASGLY,15-08-2024,AGC Inc. American Depositary R,U,Other OTC,469,375,25.07,94,7770,1.00
ASGOF,15-08-2024,Asante Gold Corporation Common,U,Other OTC,4337,6300,-31.16,-1963,845,5.13
ASGTF,15-08-2024,Altus group Ltd Common Stock,U,Other OTC,604008,593463,1.78,10545,9835,61.41
ASHGF,15-08-2024,ASHTROM GROUP LTD SHARE (Israe,U,Other OTC,342032,336337,1.69,5695,0,999.99
ASHI,15-08-2024,ASBERRY 22 HLDGS INC Common St,U,Other OTC,268,268,0.00,0,0,999.99
ASHTF,15-08-2024,Ashtead Group Plc Ordinary Sha,U,Other OTC,495462,371635,33.32,123827,19731,25.11
ASHTY,15-08-2024,Ashtead Group Plc Unsponsored,U,Other OTC,1752,307,470.68,1445,24772,1.00
ASHXF,15-08-2024,Progressive Planet Solutions I,U,Other OTC,3,3500,-99.91,-3497,10464,1.00
ASII,15-08-2024,"Accredited Solutions, Inc. Com",U,Other OTC,363939,42,866421.43,363897,518498909,1.00
ASKH,15-08-2024,"Astika Holdings, Inc. Com",U,Other OTC,3801,0,100.00,3801,19064,1.00
ASKLF,15-08-2024,Askul Corp Tokyo Shs (Japan),U,Other OTC,504156,541896,-6.96,-37740,0,999.99
ASKPF,15-08-2024,ASKA PHARMACEUTICAL HLDGS CO L,U,Other OTC,24459,14259,71.53,10200,0,999.99
ASLRF,15-08-2024,Alien Metals Ltd Common Shares,U,Other OTC,8003,8003,0.00,0,40909,1.00
ASMIY,15-08-2024,ASM International N.V. NY Regi,U,Other OTC,527,906,-41.83,-379,8247,1.00
ASMLF,15-08-2024,ASML Holding N.V. Ordinary Sha,U,Other OTC,89977,130651,-31.13,-40674,1091,82.47
ASMMF,15-08-2024,Australian Strategic Materials,U,Other OTC,548971,541620,1.36,7351,2125,258.34
ASMVF,15-08-2024,ASMPT LTD Ordinary Shares,U,Other OTC,352585,258974,36.15,93611,36,999.99
ASMVY,15-08-2024,ASMPT Limited American Deposit,U,Other OTC,2089,469,345.42,1620,22136,1.00
ASMXF,15-08-2024,ASM International NV Ordinary,U,Other OTC,54628,54908,-0.51,-280,8,999.99
ASNFF,15-08-2024,ASIAINFO TECHNOLOGIES LTD HKD,U,Other OTC,1053600,1141200,-7.68,-87600,0,999.99
ASNXF,15-08-2024,Asante Inc Ordinary Shares (Ja,U,Other OTC,330,430,-23.26,-100,0,999.99
ASOMF,15-08-2024,ASOS Plc Ordinary Shares (Unit,U,Other OTC,157648,159135,-0.93,-1487,1019,154.71
ASOMY,15-08-2024,ASOS Plc Unsponsored ADR (Unit,U,Other OTC,4397,4926,-10.74,-529,657,6.69
ASOZF,15-08-2024,Asseco Poland S.A. Ordinary Sh,U,Other OTC,1235,1235,0.00,0,0,999.99
ASOZY,15-08-2024,ASSECO POLAND S A American Dep,U,Other OTC,301,1,30000.00,300,75,4.01
ASPHF,15-08-2024,ASCENTAGE PHARMA GROUP INTL HK,U,Other OTC,409900,397311,3.17,12589,0,999.99
ASPU,15-08-2024,ASPEN GROUP INC Common Stock,U,Other OTC,14141,25772,-45.13,-11631,8588,1.65
ASPZ,15-08-2024,Asia Properties Inc Common Sto,U,Other OTC,2439,13901,-82.45,-11462,32728,1.00
ASRE,15-08-2024,ASTRA ENERGY INC Common Stock,U,Other OTC,41643,9600,333.78,32043,263356,1.00
ASRMF,15-08-2024,Grupo Aeroportuario Del Surest,U,Other OTC,2861074,2944005,-2.82,-82931,200,999.99
ASRRF,15-08-2024,ASR NEDERLAND N V ORDINARY SHS,U,Other OTC,484424,560123,-13.51,-75699,182,999.99
ASTVF,15-08-2024,Austevoll Seafood ASA Ordinary,U,Other OTC,375,355,5.63,20,7,53.57
ASUTZ,15-08-2024,Asustek Computer Inc Sponsored,U,Other OTC,2,2,0.00,0,0,999.99
ASUUY,15-08-2024,Asustek Computer Inc Sponsored,U,Other OTC,12240,12240,0.00,0,40,306.00
ASXFF,15-08-2024,ASX Ltd Ordinary Shares (Austr,U,Other OTC,1006314,1008816,-0.25,-2502,164,999.99
ASXFY,15-08-2024,ASX Ltd Unsponsored ADR (Austr,U,Other OTC,7326,13370,-45.21,-6044,55617,1.00
ATAAY,15-08-2024,Atacadao SA American Depositar,U,Other OTC,1000,0,100.00,1000,364,2.75
ATAZF,15-08-2024,Atea ASA Ordinary Shares (Norw,U,Other OTC,484,484,0.00,0,0,999.99
ATBHF,15-08-2024,Aston Bay Holdings Ltd. Ordina,U,Other OTC,21760,27525,-20.94,-5765,25682,1.00
ATBPF,15-08-2024,"Antibe Therapeutics, Inc. Ordi",U,Other OTC,65095,65095,0.00,0,0,999.99
ATBSF,15-08-2024,AUTOBACS SEVEN CO LTD SHS (Jap,U,Other OTC,81237,62237,30.53,19000,0,999.99
ATCHW,15-08-2024,"AtlasClear Holdings, Inc. Warr",U,Other OTC,96,96,0.00,0,33593,1.00
ATCLF,15-08-2024,AdvanceTC Ltd Common Stock,U,Other OTC,54,54,0.00,0,27,2.00
ATCMF,15-08-2024,Atico Mining Corp Com (Canada),U,Other OTC,395,395,0.00,0,6413,1.00
ATCUF,15-08-2024,ALTA COPPER CORP COM (Canada),U,Other OTC,1250,950,31.58,300,5311,1.00
ATDRF,15-08-2024,AUTO TRADER GROUP PLC Ordinary,U,Other OTC,2306084,2305246,0.04,838,0,999.99
ATDRY,15-08-2024,AUTO TRADER GROUP PLC American,U,Other OTC,55342,19807,179.41,35535,279105,1.00
ATDS,15-08-2024,DATA443 RISK MITIGATION INC NE,U,Other OTC,767,502,52.79,265,2659,1.00
ATEYY,15-08-2024,Advantest Corporation American,U,Other OTC,4379,47532,-90.79,-43153,294709,1.00
ATGFF,15-08-2024,AltaGas Ltd Ordinary Shares (C,U,Other OTC,4581738,4171466,9.84,410272,66209,69.20
ATGGF,15-08-2024,Actinogen Med Ltd Ordinary Sha,U,Other OTC,186,186,0.00,0,0,999.99
ATGN,15-08-2024,"AltiGen Communications, Inc. C",U,Other OTC,9595,382,2411.78,9213,320153,1.00
ATHGF,15-08-2024,AUCTION TECHNOLOGY GROUP PLC O,U,Other OTC,168149,167919,0.14,230,0,999.99
ATHOF,15-08-2024,Athabasca Oil Corporation Ordi,U,Other OTC,8769256,9304808,-5.76,-535552,326090,26.89
ATHXQ,15-08-2024,ATHERSYS INC NEW COM NEW,U,Other OTC,8104,8113,-0.11,-9,201425,1.00
ATIPW,15-08-2024,ATI PHYSICAL THERAPY INC Warra,U,Other OTC,349,349,0.00,0,3747,1.00
ATLCY,15-08-2024,Atlas Copco Ab Sponsored ADR r,U,Other OTC,32232,15355,109.91,16877,258091,1.00
ATLFF,15-08-2024,ATLAS COPCO AKTIEBOLAG SHARE A,U,Other OTC,473675,128223,269.42,345452,19,999.99
ATLKY,15-08-2024,Atlas Copco Ab Sponsored ADR r,U,Other OTC,36711,30008,22.34,6703,281517,1.00
ATLMF,15-08-2024,ATALAYA MNG PLC Ordinary Share,U,Other OTC,5149,6012,-14.35,-863,55,93.62
ATLN,15-08-2024,ATLANTIC INTL CORP COM,U,Other OTC,155,241,-35.68,-86,1579,1.00
ATLPF,15-08-2024,ATLAS COPCO AKTIEBOLAG SHARE A,U,Other OTC,1858538,1399700,32.78,458838,1722,999.99
ATMAF,15-08-2024,Artemis Alpha Trust Plc Ordina,U,Other OTC,90,90,0.00,0,0,999.99
ATMGF,15-08-2024,ATCO MNG INC COM (Canada),U,Other OTC,59840,60323,-0.80,-483,37942,1.58
ATMQF,15-08-2024,Ateam Inc Common Stock (Japan),U,Other OTC,400,700,-42.86,-300,0,999.99
ATMTF,15-08-2024,ANDRADA MNG LTD NPV (Guernsey),U,Other OTC,200,5200,-96.15,-5000,0,999.99
ATNNF,15-08-2024,"Autoneum Holding AG, Winterthu",U,Other OTC,5524,5549,-0.45,-25,0,999.99
ATOGF,15-08-2024,AUTO1 GROUP SE SEINHABER AKTIE,U,Other OTC,2224477,3427027,-35.09,-1202550,0,999.99
ATONY,15-08-2024,Anton Oilfield Services Group,U,Other OTC,479,388,23.45,91,236,2.03
ATOXF,15-08-2024,"Durango Resources, Inc.  Commo",U,Other OTC,170,0,100.00,170,6254,1.00
ATPL,15-08-2024,"Atlantis Plastics, Inc. Common",U,Other OTC,19064,19064,0.00,0,0,999.99
ATROB,15-08-2024,Astronics Corporation Class B,U,Other OTC,16149,16085,0.40,64,220,73.40
ATRWF,15-08-2024,ALTIUS RENEWABLE ROYALTIES COR,U,Other OTC,232,340,-31.76,-108,2909,1.00
ATSKF,15-08-2024,Allied Telesis Holdings KK  Or,U,Other OTC,131,3331,-96.07,-3200,0,999.99
ATTOF,15-08-2024,ATENTO S A SHS NEW (Luxembourg,U,Other OTC,14,14,0.00,0,355,1.00
ATTRF,15-08-2024,Ascott Residence Trust REIT  (,U,Other OTC,2458061,2274561,8.07,183500,4036,609.03
ATUSF,15-08-2024,Altius Minerals Corp Ordinary,U,Other OTC,491088,478204,2.69,12884,27752,17.70
ATUUF,15-08-2024,TENAZ ENERGY CORP Ordinary Sha,U,Other OTC,14910,15781,-5.52,-871,29665,1.00
ATVDY,15-08-2024,Atresmedia Corporacion De Medi,U,Other OTC,102,101,0.99,1,94,1.09
ATVVF,15-08-2024,Australian Vanadium Ordinary S,U,Other OTC,1739907,1739907,0.00,0,29722,58.54
ATVXF,15-08-2024,ACTIVIA PPTYS INC SHS (Japan),U,Other OTC,143,154,-7.14,-11,0,999.99
ATYG,15-08-2024,"Atlas Technology Group, Inc. C",U,Other OTC,1833,1833,0.00,0,970909,1.00
ATZAF,15-08-2024,Aritzia Inc. Ordinary Shares (,U,Other OTC,934588,802918,16.40,131670,35662,26.21
AUBBF,15-08-2024,AUB GROUP LTD ORDINARY FULLY P,U,Other OTC,99878,101978,-2.06,-2100,0,999.99
AUCCF,15-08-2024,EUROPACIFIC METALS INC Common,U,Other OTC,33,33,0.00,0,0,999.99
AUCTF,15-08-2024,AUCNET INC Common Stock,U,Other OTC,594,394,50.76,200,0,999.99
AUCUF,15-08-2024,Inflection Resources Ltd. Comm,U,Other OTC,37602,81361,-53.78,-43759,57112,1.00
AUDAQ,15-08-2024,AUDACY INC Common Stock,U,Other OTC,33807,21644,56.20,12163,146171,1.00
AUDGF,15-08-2024,Audinate Group LTD Ordinary Sh,U,Other OTC,412452,414223,-0.43,-1771,9,999.99
AUGG,15-08-2024,Augusta Gold Corp. Common Stoc,U,Other OTC,14747,18185,-18.91,-3438,83734,1.00
AUHEF,15-08-2024,Anhui Expressway Co Ltd Shares,U,Other OTC,4684000,2982500,57.05,1701500,364,999.99
AUHYF,15-08-2024,Anadolu Hayat Sigorta As Ordin,U,Other OTC,100,100,0.00,0,0,999.99
AUIAF,15-08-2024,"Aurania Resources, Ltd. Ordina",U,Other OTC,3010,18,16622.22,2992,24309,1.00
AUKNY,15-08-2024,Auckland International Airport,U,Other OTC,10,10,0.00,0,58,1.00
AUKUF,15-08-2024,AMS-OSRAM AG Ordinary Shares,U,Other OTC,835157,726640,14.93,108517,95,999.99
AULRF,15-08-2024,Aurelius Equity Opportunities,U,Other OTC,320,320,0.00,0,0,999.99
AUMBF,15-08-2024,1911 Gold Corp Ordinary Shares,U,Other OTC,93413,26136,257.41,67277,475009,1.00
AUMC,15-08-2024,AURYN Mining Corporation Commo,U,Other OTC,8656,5106,69.53,3550,4241,2.04
AUMMF,15-08-2024,AUMEGA METALS LTD SHS (Austral,U,Other OTC,10000,0,100.00,10000,2400,4.17
AUMTF,15-08-2024,Aurelia Metals Ltd Shs (Austra,U,Other OTC,1964,2564,-23.40,-600,400,4.91
AUNXF,15-08-2024,AXP Energy Ltd. Ordinary Share,U,Other OTC,70001,0,100.00,70001,1139275,1.00
AUOTY,15-08-2024,AUO CORPORATION American Depos,U,Other OTC,106081,108270,-2.02,-2189,161912,1.00
AURI,15-08-2024,"Auri, Inc. New Common Stock",U,Other OTC,131306,31306,319.43,100000,840395,1.00
AURX,15-08-2024,"Nuo Therapeutics, Inc Common S",U,Other OTC,899,0,100.00,899,95942,1.00
AUSAF,15-08-2024,Australis Capital Inc Common S,U,Other OTC,1125,1125,0.00,0,4294,1.00
AUSDF,15-08-2024,Perenti Global Ltd.  Ordinary,U,Other OTC,26991,26991,0.00,0,0,999.99
AUSI,15-08-2024,"Aura Systems, Inc. Common Stoc",U,Other OTC,2882,2894,-0.41,-12,8165,1.00
AUSVF,15-08-2024,GOLD79 MINES LTD Common Shares,U,Other OTC,55,1466,-96.25,-1411,22033,1.00
AUTLF,15-08-2024,Austal Limited Ordinary Shares,U,Other OTC,15094,20458,-26.22,-5364,4519,3.34
AUVIQ,15-08-2024,APPLIED UV INC NV COM NEW,U,Other OTC,104,104,0.00,0,24425,1.00
AUVPQ,15-08-2024,APPLIED UV INC NV PFD SER A,U,Other OTC,1766,1766,0.00,0,815,2.17
AUXXF,15-08-2024,Allegiant Gold Ltd Common Stoc,U,Other OTC,97,0,100.00,97,25866,1.00
AVACF,15-08-2024,Avance Gas Holding Ltd. Com Sh,U,Other OTC,29248,20594,42.02,8654,21451,1.36
AVAI,15-08-2024,Avant Technologies Inc.  Commo,U,Other OTC,14,298,-95.30,-284,61159,1.00
AVCNF,15-08-2024,Avicanna Inc Common Shares (Ca,U,Other OTC,160450,123450,29.97,37000,3960,40.52
AVCTF,15-08-2024,AVACTA GROUP PLC Ordinary Shar,U,Other OTC,228999,228999,0.00,0,182,999.99
AVEXF,15-08-2024,Avex Inc Tokyo Ordinary Shares,U,Other OTC,23103,24403,-5.33,-1300,0,999.99
AVHI,15-08-2024,ACHARI VENTURES HLDGS CORP I C,U,Other OTC,5417,2817,92.30,2600,1947,2.78
AVHIU,15-08-2024,ACHARI VENTURES HLDGS CORP I U,U,Other OTC,243,243,0.00,0,0,999.99
AVHNF,15-08-2024,Ackermans & Van Haaren Sa Ordi,U,Other OTC,3553,4286,-17.10,-733,91,39.04
AVIFY,15-08-2024,Advanced Info Service Ltd Spon,U,Other OTC,17268,2380,625.55,14888,6654,2.60
AVIJF,15-08-2024,Avichina Industry & Technology,U,Other OTC,6255000,5090000,22.89,1165000,0,999.99
AVIKF,15-08-2024,Advanced Info Service Public C,U,Other OTC,47300,47300,0.00,0,18,999.99
AVTBF,15-08-2024,Avant Brands Inc.  Ordinary Sh,U,Other OTC,98813,46710,111.55,52103,561907,1.00
AVTXF,15-08-2024,AVANTIUM N V Shs (Netherlands),U,Other OTC,200,0,100.00,200,851,1.00
AVVH,15-08-2024,AVVAA World Health Care Produc,U,Other OTC,39,39,0.00,0,724192,1.00
AVVIY,15-08-2024,AVIVA PLC American Depositary,U,Other OTC,47549,114217,-58.37,-66668,53058,1.00
AVVZF,15-08-2024,AVANZA BANK HOLDING AB Ordinar,U,Other OTC,3439002,3499838,-1.74,-60836,0,999.99
AWAEF,15-08-2024,SIIC Environment Holdings Ltd.,U,Other OTC,64,64,0.00,0,36,1.78
AWEVF,15-08-2024,Alphawave IP Group PLC Ordinar,U,Other OTC,125346,108490,15.54,16856,71578,1.75
AWIN,15-08-2024,AERWINS TECHNOLOGIES INC Commo,U,Other OTC,1892,1036,82.63,856,26950,1.00
AWINW,15-08-2024,AERWINS TECHNOLOGIES INC Warra,U,Other OTC,202,202,0.00,0,45101,1.00
AWKNF,15-08-2024,Awakn Life Sciences Corp Commo,U,Other OTC,4822,4497,7.23,325,22003,1.00
AWLIF,15-08-2024,AMERIWEST LITHIUM INC NEW COM,U,Other OTC,15907,27139,-41.39,-11232,51819,1.00
AWON,15-08-2024,"A-1 Group, Inc Common Stock",U,Other OTC,20100,147532,-86.38,-127432,341744,1.00
AWRRF,15-08-2024,A&W Rev Royalties Income Fund,U,Other OTC,20656,12983,59.10,7673,1720,12.01
AWSL,15-08-2024,Atlantic Power & Infrastructur,U,Other OTC,1090,646,68.73,444,77379,1.00
AWTRF,15-08-2024,Air Water Inc Osaka Ordinary S,U,Other OTC,79533,53493,48.68,26040,56,999.99
AXAHF,15-08-2024,Axa-Uap Sa Ordinary Shares,U,Other OTC,302162,300520,0.55,1642,1425,212.04
AXAHY,15-08-2024,AXA SA Sponsored ADR (France),U,Other OTC,47673,60337,-20.99,-12664,144218,1.00
AXBKY,15-08-2024,Axis Bank Limited 144A Sponsor,U,Other OTC,49,0,100.00,49,0,999.99
AXBSF,15-08-2024,Axios Mobile Assets Corp. Ordi,U,Other OTC,152,152,0.00,0,0,999.99
AXDDF,15-08-2024,Azucar Minerals Ltd Ordinary S,U,Other OTC,457,1,45600.00,456,28461,1.00
AXFOF,15-08-2024,Axfood AB Ordinary Shares,U,Other OTC,274948,266685,3.10,8263,0,999.99
AXIM,15-08-2024,"Axim Biotechnologies, Inc Comm",U,Other OTC,5773,2673,115.97,3100,1249231,1.00
AXPWQ,15-08-2024,"Axion Power International, Inc",U,Other OTC,787,787,0.00,0,0,999.99
AXREF,15-08-2024,"AMARC Resources, Ltd. Ordinary",U,Other OTC,4675,14897,-68.62,-10222,76091,1.00
AXTLF,15-08-2024,Axtel S A B de C V Cert Part O,U,Other OTC,31644,31644,0.00,0,0,999.99
AXVEF,15-08-2024,CDN MAVERICK CAP CORP Ordinary,U,Other OTC,2977,257,1058.37,2720,11473,1.00
AXXA,15-08-2024,Exxe Group Inc. Ordinary Share,U,Other OTC,1420497,0,100.00,1420497,10870984,1.00
AXXDF,15-08-2024,Alderon Iron Ore Corp. Ordinar,U,Other OTC,56232,56232,0.00,0,0,999.99
AYAAY,15-08-2024,Ayala Land Inc American Deposi,U,Other OTC,23,23,0.00,0,0,999.99
AYAMF,15-08-2024,AOYAMA TRADING CO LTD COM STK,U,Other OTC,40151,24971,60.79,15180,0,999.99
AYASF,15-08-2024,AYA GOLD & SILVER INC Common S,U,Other OTC,5676850,5554811,2.20,122039,104153,54.50
AYRWF,15-08-2024,AYR WELLNESS INC Other,U,Other OTC,462972,430889,7.45,32083,476624,1.00
AYWWF,15-08-2024,AYR WELLNESS INC WT EXP  02/07,U,Other OTC,3810,3810,0.00,0,39242,1.00
AZASF,15-08-2024,ARIZONA GOLD & SILVER INC COM,U,Other OTC,10531,8931,17.92,1600,35367,1.00
AZGFF,15-08-2024,Azteca Gold Corp Ordinary Shar,U,Other OTC,9760,9760,0.00,0,0,999.99
AZIHF,15-08-2024,Azimut Holding Spa Ordinary Sh,U,Other OTC,159521,179297,-11.03,-19776,77,999.99
AZLAF,15-08-2024,ARIZONA LITHIUM LTD Ordinary S,U,Other OTC,737898,27900,2544.80,709998,166409,4.43
AZLGF,15-08-2024,AZELIS GROUP NV Ordinary Share,U,Other OTC,223044,358790,-37.83,-135746,633,352.36
AZLOQ,15-08-2024,AZELIO AB SHARE AK (Sweden),U,Other OTC,2880,2880,0.00,0,0,999.99
AZMCF,15-08-2024,Arizona Metals Corp. Common St,U,Other OTC,5443084,5492717,-0.90,-49633,298625,18.23
AZMTF,15-08-2024,Azimut Exploration Inc Ordinar,U,Other OTC,19750,15912,24.12,3838,33410,1.00
AZNCF,15-08-2024,Astrazeneca Plc Ordinary Share,U,Other OTC,9188,11584,-20.68,-2396,2117,4.34
AZREF,15-08-2024,AZURE PWR GLOBAL LTD EQUITY SH,U,Other OTC,28214,28214,0.00,0,6132,4.60
AZRGF,15-08-2024,"Azrieli Group Ltd, Tel-Aviv Or",U,Other OTC,6254,791,690.64,5463,26,240.54
AZTEF,15-08-2024,TV Azteca Sa De CV Ord Part Ce,U,Other OTC,176099,176099,0.00,0,0,999.99
AZURF,15-08-2024,Azincourt Energy Corp. Common,U,Other OTC,3162,596,430.54,2566,176161,1.00
AZWSF,15-08-2024,AIZAWA SECURITIES GROUP CO LTD,U,Other OTC,68600,68700,-0.15,-100,0,999.99
AZZTF,15-08-2024,Aztec Minerals Corp Ordinary S,U,Other OTC,24453,642333,-96.19,-617880,153489,1.00
BABAF,15-08-2024,Alibaba Group Holding Ltd Ordi,U,Other OTC,277610,162404,70.94,115206,35091,7.91
BABB,15-08-2024,"BAB, Inc. Common Stock",U,Other OTC,372,0,100.00,372,7034,1.00
BABWF,15-08-2024,International Consolidated Air,U,Other OTC,3890445,3637026,6.97,253419,1822,999.99
BABYF,15-08-2024,"Else Nutrition Holdings, Inc.",U,Other OTC,724784,634088,14.30,90696,714365,1.01
BACAW,15-08-2024,BERENSON ACQUISITION CORP I WT,U,Other OTC,1448,1448,0.00,0,5909,1.00
BACHF,15-08-2024,Bank of China Ltd Beijing Shar,U,Other OTC,63589933,70153700,-9.36,-6563767,206347,308.17
BACHY,15-08-2024,Bank of China Ltd Beijing Unsp,U,Other OTC,12703,11230,13.12,1473,56031,1.00
BADEF,15-08-2024,HERCULES METALS CORP COM (Cana,U,Other OTC,20265,0,100.00,20265,596083,1.00
BADFF,15-08-2024,BADGER INFRASTRUCTURE SOLUTION,U,Other OTC,85439,56539,51.12,28900,1151,74.23
BAESF,15-08-2024,Bae Systems Plc Ord Gbp .025 O,U,Other OTC,477639,511005,-6.53,-33366,22747,21.00
BAESY,15-08-2024,BAE SYSTEMS plc Sponsored ADR,U,Other OTC,21075,11074,90.31,10001,208149,1.00
BAFBF,15-08-2024,Balfour Beatty Plc Ordinary Sh,U,Other OTC,46494,35885,29.56,10609,1341,34.67
BAGFF,15-08-2024,A G Barr Plc Ordinary Shares (,U,Other OTC,658,887,-25.82,-229,0,999.99
BAIDF,15-08-2024,BAIDU INC ORD SHS CL A (Cayman,U,Other OTC,1158333,4133860,-71.98,-2975527,2729,424.45
BAIGF,15-08-2024,BAIRONG INC USD ORD SHS (Cayma,U,Other OTC,70500,83000,-15.06,-12500,0,999.99
BAINF,15-08-2024,Base Inc Ordinary Shares  (Jap,U,Other OTC,2277839,1860407,22.44,417432,11,999.99
BALDF,15-08-2024,FASTIGHETS AB BALDER Ordinary,U,Other OTC,3673631,3533409,3.97,140222,320,999.99
BAMXF,15-08-2024,Bayerische Motoren Werke AG Or,U,Other OTC,5837755,5420177,7.70,417578,38802,150.45
BANT,15-08-2024,Bantec Inc. Common Stock,U,Other OTC,21510,0,100.00,21510,1413436,1.00
BAPUF,15-08-2024,Banpu Pub Co Ltd Foreign Share,U,Other OTC,609000,609000,0.00,0,0,999.99
BASA,15-08-2024,"Basanite, Inc. Common Stock",U,Other OTC,5901,3659,61.27,2242,193749,1.00
BASFY,15-08-2024,BASF SE American Depositary Sh,U,Other OTC,13726,14870,-7.69,-1144,481588,1.00
BATMF,15-08-2024,British American Tobacco Malay,U,Other OTC,47,47,0.00,0,0,999.99
BATRB,15-08-2024,Atlanta Braves Holdings Inc. N,U,Other OTC,65,71,-8.45,-6,104,1.00
BAYP,15-08-2024,Bayport International Holdings,U,Other OTC,1468,1468,0.00,0,0,999.99
BAYRY,15-08-2024,Bayer Aktiengesellschaft Ameri,U,Other OTC,101719,107880,-5.71,-6161,2838480,1.00
BAYZF,15-08-2024,Bayer AG Ordinary Shares,U,Other OTC,970482,1445645,-32.87,-475163,21523,45.09
BBAGF,15-08-2024,BB Biotech AG Schaffhausen Nam,U,Other OTC,67103,67183,-0.12,-80,4,999.99
BBAJF,15-08-2024,Banco Del Bajio Shares of Bank,U,Other OTC,398440,359202,10.92,39238,825,482.96
BBBXF,15-08-2024,Brixton Metals Corp. Ordinary,U,Other OTC,1469,31440,-95.33,-29971,202271,1.00
BBCMF,15-08-2024,BLACKBIRD CRITICAL METALS CORP,U,Other OTC,21845,25455,-14.18,-3610,39589,1.00
BBIG,15-08-2024,VINCO VENTURES INC Common Stoc,U,Other OTC,128842,129097,-0.20,-255,4403,29.26
BBIXF,15-08-2024,Bonus Biogroup Ltd Ordinary Sh,U,Other OTC,41990,41990,0.00,0,0,999.99
BBKCF,15-08-2024,BIGG DIGITAL ASSETS INC Ordina,U,Other OTC,2080233,2111896,-1.50,-31663,561925,3.70
BBLNF,15-08-2024,BABYLON HLDGS LTD CL A ORD SHS,U,Other OTC,103684,103684,0.00,0,2,999.99
BBLR,15-08-2024,"Bubblr, Inc. Common Stock",U,Other OTC,31103,14025,121.77,17078,71493,1.00
BBNA,15-08-2024,"Bonvenu Bancorp, Inc. Common S",U,Other OTC,12,12,0.00,0,115,1.00
BBRRF,15-08-2024,Blueberries Medical Co Common,U,Other OTC,111334,53765,107.08,57569,233458,1.00
BBRYF,15-08-2024,Burberry Group Plc Ordinary Sh,U,Other OTC,1236227,923441,33.87,312786,15130,81.71
BBSEY,15-08-2024,BB Seguridade Participacoes SA,U,Other OTC,30522,51160,-40.34,-20638,91767,1.00
BBTT,15-08-2024,"Btab Ecommerce Group, Inc.  Co",U,Other OTC,7675,3500,119.29,4175,44750,1.00
BBUZ,15-08-2024,Bebuzee Inc.  Common Stock,U,Other OTC,500,4685,-89.33,-4185,30416,1.00
BBVXF,15-08-2024,Banco Bilbao Vizcaya Pfd B Ord,U,Other OTC,2862490,2426365,17.97,436125,1518,999.99
BBXIA,15-08-2024,"BBX Capital, Inc. Common Stock",U,Other OTC,3368,4977,-32.33,-1609,1034,3.26
BCAUF,15-08-2024,Brilliance China Automotive Or,U,Other OTC,31491452,31400443,0.29,91009,4909,999.99
BCBCF,15-08-2024,BC BUD CORP Ordinary Shares,U,Other OTC,11852,18011,-34.20,-6159,1818,6.52
BCBNF,15-08-2024,BASE CARBON INC COM (Canada),U,Other OTC,115188,120803,-4.65,-5615,72207,1.60
BCCEF,15-08-2024,Bactech Environmental Corp Ord,U,Other OTC,3500,14665,-76.13,-11165,20200,1.00
BCCLF,15-08-2024,Becle SAB De CV Ordinary Share,U,Other OTC,3060731,2440144,25.43,620587,46346,66.04
BCCMY,15-08-2024,BAIC MTR CORP LTD American Dep,U,Other OTC,566,294,92.52,272,68,8.32
BCDRF,15-08-2024,Banco Santander S A New Reg Sh,U,Other OTC,321795,1546101,-79.19,-1224306,28429,11.32
BCEKF,15-08-2024,Bear Creek Mining Corp Common,U,Other OTC,35826,38957,-8.04,-3131,125881,1.00
BCHEY,15-08-2024,Beach Energy Ltd. Unsponsored,U,Other OTC,92,91,1.10,1,14,6.57
BCHG,15-08-2024,GRAYSCALE BITCOIN CASH TR BCH,U,Other OTC,2785433,2364378,17.81,421055,541459,5.14
